Data transakcji,Miasto/Gmina,Obręb,Zbyte prawo,Pu lokalu [m2],Pow. przynależna [m2],Pom. przynależne,Cena 1m2 bez VAT [zł],Zakt.cena bez VAT [zł],Program użytkowy,Kondygnacja,Sprzedał,Kupił
2021-03-09,Gdynia, Śródmieście z Portem,własność-własność,88.8,4.7,komórka lokatorska,15709.46,1395000.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka:1,wc:1",5.0,osoba fizyczna,osoba fizyczna
2021-03-27,Gdańsk, Spichlerze,własność-własność,33.1,0.0,brak,15709.97,520000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",6.0,osoba fizyczna,osoba fizyczna
2020-08-28,Gdańsk, Długie Ogrody,własność-własność,39.14,0.0,brak,15712.83,615000.0,"pokój z aneksem kuchennym:1,łazienka z wc:1",3.0,osoba fizyczna,osoba fizyczna
2020-09-25,Sopot, Sopot,własność-własność,21.99,0.0,brak,15737.41,346065.54,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2021-01-29,Gdańsk, Chełm,własność-własność,33.300000000000004,31.6,"PIWNICA, strych",15765.77,525000.0,"pokój z aneksem kuchennym:1,łazienka:1,wc:1",4.0,osoba fizyczna,osoba fizyczna
2020-12-16,Gdynia, Śródmieście z Portem,własność-własność,42.25,3.29,komórka lokatorska,15768.74,666229.13,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2021-08-13,Sopot, Sopot,własność-własność,80.9,999.0,brak,15784.92,1277000.0,"pokój:2,kuchnia:1,łazienka:1,korytarz:1",99.0,osoba fizyczna,osoba fizyczna
2021-02-05,Gdańsk, Oliwa,własność-własność,38.0,1.62,brak,15789.47,600000.0,"pokój:1,kuchnia:1,łazienka z wc:1,przedpokój:1",4.0,osoba fizyczna przedsiębiorca,osoba fizyczna
2021-04-12,Gdynia, Śródmieście z Portem,własność-własność,63.940000000000005,1.32,piwnica,15796.06,1010000.0,ilość izb:3,4.0,osoba fizyczna,osoba fizyczna
2020-11-18,Gdańsk, Przymorze Małe,własność-własność,43.51,0.0,brak,15797.72,687359.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2021-05-31,Gdańsk, Spichlerze,własność-własność,40.7,2.7,komórka lokatorska,15807.37,643360.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-03-31,Gdańsk, Spichlerze,własność-własność,47.7,1.7,komórka lokatorska,15828.09,755000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2021-07-08,Gdynia, Kamienna Góra,własność-własność,35.84,3.39,komórka lokatorska,15834.26,567500.0,ilość izb:1,2.0,osoba fizyczna,osoba fizyczna
2021-06-18,Gdańsk, Młode Miasto,własność-własność,33.47,0.0,brak,15835.08,530000.0,"pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",9.0,osoba fizyczna,osoba fizyczna
2021-07-07,Sopot, Sopot,własność-własność,46.4,6.0,piwnica,15840.52,735000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-04-07,Sopot, Sopot,spółdzielcze wł. prawo,30.9,1.0,brak,15857.61,490000.0,"pokój:1,kuchnia:1,łazienka z wc:1",9.0,osoba fizyczna,osoba fizyczna
2020-11-06,Gdańsk, Główne Miasto,własność-własność,51.71,0.0,brak,15857.67,820000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-02-12,Gdańsk, Oliwa,własność-własność,130.15,6.8,komórka lokatorska,15864.89,2064814.81,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:2,przedpokój:2",3.0,deweloper,osoba fizyczna
2021-07-13,Gdańsk, Spichlerze,własność-własność,33.4,3.1,komórka lokatorska,15868.26,530000.0,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-08-20,Sopot, Sopot,własność-własność,52.3,5.2,komórka lokatorska,15869.98,830000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,spółka prawa handlowego,osoba fizyczna
2021-03-04,Sopot, Sopot,własność-własność,27.4,0.0,brak,15875.91,435000.0,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2021-04-22,Gdynia, Orłowo,własność-własność,101.49,8.65,komórka lokatorska,15885.65,1612234.26,"pokój:3,pokój z aneksem kuchennym:1,łazienka:2,wc:1,przedpokój:1,garderoba:2",3.0,deweloper,osoba fizyczna
2021-06-10,Sopot, Sopot,własność-własność,29.9,0.0,brak,15886.29,475000.0,"pokój:1,kuchnia:1,wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-08-18,Sopot, Sopot,własność-własność,68.5,10.0,komórka lokatorska,15912.41,1090000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-01-27,Gdańsk, Przymorze Wielkie,własność-własność,27.0,0.0,brak,15925.93,430000.0,"pokój:1,kuchnia:1,łazienka:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-04-22,Gdynia, Orłowo,własność-własność,118.5,8.76,komórka lokatorska,15939.99,1888888.89,"pokój:3,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:1,garderoba:1",2.0,deweloper,osoba fizyczna
2021-03-19,Sopot, Sopot,własność-u.wieczyste,71.5,0.0,brak,15944.06,1140000.0,"pokój:3,kuchnia:1,łazienka z wc:1,wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-02-15,Gdańsk, Oliwa,własność-własność,130.66,7.6,komórka lokatorska,15944.69,2083333.33,"pokój:1,pokój z aneksem kuchennym:3,łazienka z wc:2,przedpokój:2",3.0,deweloper,osoba fizyczna
2020-06-25,Sopot, Sopot,własność-własność,60.31,999.0,brak,15950.92,962000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna przedsiębiorca,osoba fizyczna
2021-08-12,Sopot, Sopot,własność-własność,81.48,0.0,brak,15954.84,1300000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-05-29,Gdynia, Wzgórze Św. Maksymiliana,własność-własność,46.949999999999996,1.95,piwnica,15974.44,750000.0,"pokój:3,kuchnia:1,łazienka z wc:1,przedpokój:1",9.0,osoba fizyczna,osoba fizyczna przedsiębiorca
2021-04-08,Sopot, Sopot,własność-własność,131.4,0.0,brak,15981.74,2100000.0,"pokój:4,kuchnia:2,łazienka:1,przedpokój:1,spiżarka:1",3.0,osoba fizyczna,osoba fizyczna
2021-02-10,Gdańsk, Główne Miasto,własność-własność,33.6,0.0,brak,15982.14,537000.0,"pokój:1,kuchnia:1,łazienka:1,wc:0,przedpokój:1",3.0,osoba fizyczna,"partia, stowarzyszenie, związek"
2020-11-30,Sopot, Sopot,własność-własność,76.96,999.0,brak,15982.33,1230000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1,pomieszczenie gospodarcze:1",2.0,spółka prawa handlowego,spółka prawa handlowego
2020-09-16,Gdańsk, Długie Ogrody,własność-własność,31.88,0.0,brak,15997.49,510000.0,"pokój:1,kuchnia:1,łazienka z wc:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2021-06-22,Gdańsk, Wrzeszcz,własność-własność,33.35,1.0,"komórka lokatorska, MIEJSCE POSTOJOWE",16011.99,534000.0,"pokój:1,ciemna kuchnia:1,łazienka z wc:1,przedpokój:1",6.0,osoba fizyczna,spółka prawa handlowego
2021-09-02,Gdynia, Orłowo,własność-własność,39.96,4.78,komórka lokatorska,16016.02,640000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-08-27,Gdańsk, Oliwa,własność-własność,68.53,3.62,komórka lokatorska,16024.34,1098148.15,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1,antresola:1,pomieszczenie gospodarcze:1",3.0,deweloper,osoba fizyczna
2020-07-07,Gdańsk, Przymorze Małe,własność-własność,43.63,2.28,komórka lokatorska,16044.01,700000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:2",1.0,"przeds., spółka, firma",osoba fizyczna
2021-07-09,Gdynia, Orłowo,własność-własność,90.29000000000002,42.07000000000001,"PIWNICA, strych",16059.36,1450000.0,"pokój:4,kuchnia:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-11-30,Gdańsk, Jelitkowo,własność-własność,263.42,178.12,garaż,16076.85,4234964.77,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1,antresola:1,klatka schodowa:3",1.0,"przeds., spółka, firma",osoba fizyczna
2020-10-30,Gdańsk, Długie Ogrody,własność-własność,59.04,0.0,brak,16090.79,950000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1,garderoba:1",4.0,osoba fizyczna,osoba fizyczna
2021-07-16,Gdynia, Śródmieście z Portem,własność-własność,52.07,3.0,komórka lokatorska,16093.01,837962.96,ilość izb:2,16.0,osoba fizyczna,osoba fizyczna
2021-05-20,Gdańsk, Oliwa,własność-własność,124.26,0.0,brak,16095.28,2000000.0,"pokój:5,kuchnia:1,łazienka z wc:1,przedpokój:1,weranda:1",2.0,osoba fizyczna,osoba fizyczna
2021-01-21,Sopot, Sopot,własność-własność,84.7,0.0,brak,16103.9,1364000.0,ilość izb:2,2.0,osoba fizyczna,osoba fizyczna
2020-10-27,Gdynia, Śródmieście z Portem,własność-własność,63.83,59.2,komórka lokatorska,16106.43,1028073.24,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,loggia:1,antresola:1",5.0,deweloper,osoba fizyczna
2021-07-12,Gdańsk, Przymorze Wielkie,własność-własność,50.43,0.0,brak,16121.36,813000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-10-16,Gdańsk, Spichlerze,własność-własność,51.67,7.41,komórka lokatorska,16127.99,833333.33,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",4.0,deweloper,osoba fizyczna
2020-08-14,Gdańsk, Brzeźno,własność-własność,55.75,3.16,komórka lokatorska,16144.79,900072.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2020-06-10,Gdańsk, Zaspa Młyniec,własność-własność,65.64,2.76,komórka lokatorska,16148.69,1060000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-06-08,Gdańsk, Główne Miasto,własność-własność,55.73,0.0,brak,16149.29,900000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-09-01,Sopot, Sopot,własność-własność,69.8,3.8,piwnica,16160.46,1128000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1,garderoba:1",2.0,osoba fizyczna,osoba fizyczna
2021-02-18,Sopot, Sopot,własność-własność,105.18,0.0,brak,16162.77,1700000.0,"pokój:4,kuchnia:1,łazienka:1,wc:1,przedpokój:1,spiżarka:1",2.0,osoba fizyczna,osoba fizyczna
2021-05-06,Sopot, Sopot,własność-własność,36.5,4.01,piwnica,16164.38,590000.0,"pokój:1,kuchnia:1,łazienka z wc:1,weranda:1",0.0,osoba fizyczna,osoba fizyczna
2021-08-19,Gdynia, Kamienna Góra,własność-własność,30.3,0.0,miejsce postojowe,16171.62,490000.0,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-05-14,Sopot, Sopot,własność-własność,27.8,2.3,piwnica,16187.05,450000.0,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-06-22,Sopot, Sopot,własność-własność,71.0,5.0,komórka lokatorska,16197.18,1150000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-05-21,Gdańsk, Spichlerze,własność-własność,34.18,2.36,komórka lokatorska,16208.31,554000.0,"pokój z aneksem kuchennym:1,łazienka z wc:1",7.0,osoba fizyczna,osoba fizyczna
2021-01-22,Sopot, Sopot,własność-własność,33.9,0.0,brak,16224.19,550000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",99.0,osoba fizyczna,osoba fizyczna
2020-07-22,Gdańsk, Główne Miasto,własność-własność,79.5,5.2,komórka lokatorska,16226.42,1290000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-05-06,Gdynia, Orłowo,własność-własność,69.23,4.13,komórka lokatorska,16236.8,1124073.33,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1,garderoba:1",3.0,deweloper,osoba fizyczna
2020-06-04,Gdańsk, Brzeźno,własność-własność,42.98,2.85,"KOMÓRKA LOKATORSKA, miejsce postojowe",16286.64,700000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-11-18,Gdańsk, Przymorze Małe,własność-własność,31.31,0.0,brak,16288.73,510000.0,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,antresola:1",3.0,deweloper,osoba fizyczna
2020-06-08,Sopot, Sopot,własność-własność,27.01,7.02,brak,16290.26,440000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,wc:1,przedpokój:1",100.0,osoba fizyczna,osoba fizyczna
2020-11-23,Gdańsk, Spichlerze,własność-własność,36.16,0.0,brak,16304.08,589555.56,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2021-02-22,Gdynia, Śródmieście z Portem,własność-własność,60.28,6.23,komórka lokatorska,16327.43,984217.27,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2021-07-09,Sopot, Sopot,własność-własność,47.75999999999999,17.76,piwnica,16331.66,780000.0,"łazienka:1,przedpokój:1,ilość izb:3",2.0,osoba fizyczna,osoba fizyczna
2021-07-13,Sopot, Sopot,własność-własność,32.75,999.0,brak,16335.88,535000.0,"pokój:1,kuchnia:1,łazienka z wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-04-12,Sopot, Sopot,własność-własność,75.5,29.0,piwnica,16357.62,1235000.0,"pokój:4,kuchnia:1,łazienka:1,przedpokój:2",2.0,osoba fizyczna,osoba fizyczna
2021-03-19,Sopot, Sopot,własność-własność,44.01,5.9,komórka lokatorska,16359.92,720000.0,"pokój:2,kuchnia:1,łazienka:1,spiżarka:1,weranda:1",1.0,osoba fizyczna,osoba fizyczna
2020-11-06,Gdynia, Kamienna Góra,własność-własność,106.91,0.0,brak,16368.91,1750000.0,ilość izb:5,2.0,"przeds., spółka, firma",osoba fizyczna
2021-06-14,Gdańsk, Wrzeszcz,własność-własność,41.72,1.0,miejsce postojowe,16371.05,683000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-05-22,Sopot, Sopot,własność-własność,50.0,999.0,brak,16400.0,820000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-04-01,Sopot, Sopot,spółdzielcze wł. prawo,30.9,1.0,brak,16407.77,507000.0,"pokój:1,kuchnia:1,łazienka z wc:1",3.0,osoba fizyczna,osoba fizyczna
2020-11-10,Gdynia, Śródmieście z Portem,własność-własność,46.04,2.78,komórka lokatorska,16423.43,756134.8,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,antresola:1",5.0,deweloper,osoba fizyczna
2021-08-12,Gdynia, Śródmieście z Portem,własność-własność,31.159999999999997,3.42,komórka lokatorska,16445.88,512453.7,ilość izb:1,5.0,osoba fizyczna przedsiębiorca,osoba fizyczna
2020-07-30,Gdynia, Wzgórze Św. Maksymiliana,własność-własność,45.5,0.1,nie podano,16483.52,750000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-12-29,Gdynia, Śródmieście z Portem,własność-własność,45.18,2.86,piwnica,16489.6,745000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",9.0,osoba fizyczna,osoba fizyczna
2021-03-17,Gdańsk, Główne Miasto,własność-własność,30.500000000000004,4.7,komórka lokatorska,16491.8,503000.0,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-05-14,Sopot, Sopot,własność-własność,69.7,0.0,brak,16499.28,1150000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-01-05,Gdańsk, Główne Miasto,własność-własność,24.28,0.0,brak,16515.65,401000.0,"kuchnia:1,łazienka:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2021-06-30,Sopot, Sopot,własność-własność,81.7,15.4,"MIEJSCE POSTOJOWE, piwnica",16523.87,1350000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-07-16,Sopot, Sopot,własność-własność,59.9,999.0,brak,16527.55,990000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1",3.0,osoba fizyczna,osoba fizyczna
2021-02-23,Gdańsk, Długie Ogrody,własność-własność,41.129999999999995,2.45,komórka lokatorska,16532.94,680000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2020-12-18,Gdańsk, Oliwa,własność-własność,47.0,4.0,komórka lokatorska,16553.19,778000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2021-05-26,Gdynia, Śródmieście z Portem,własność-własność,51.8,3.37,komórka lokatorska,16553.57,857475.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",15.0,deweloper,"przeds., spółka, firma"
2021-01-05,Gdynia, Redłowo,własność-własność,87.5,3.83,komórka lokatorska,16571.43,1450000.0,"pokój:4,aneks kuchenny:1,łazienka:2,przedpokój:1,garderoba:1",4.0,osoba fizyczna,osoba fizyczna
2021-02-19,Sopot, Sopot,własność-własność,35.58,999.0,brak,16582.35,590000.0,"pokój:1,kuchnia:1,wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-07-24,Sopot, Sopot,własność-własność,39.7,0.0,brak,16599.5,659000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-06-21,Sopot, Sopot,własność-własność,55.99,18.05,garaż,16610.11,930000.0,ilość izb:2,3.0,osoba fizyczna,osoba fizyczna
2020-07-20,Gdańsk, Główne Miasto,własność-własność,62.3,0.0,brak,16613.16,1035000.0,"pokój:3,kuchnia:1,łazienka:1,wc:0,przedpokój:1",1.0,osoba fizyczna,spółka prawa handlowego
2021-03-10,Sopot, Sopot,własność-własność,38.5,0.0,brak,16623.38,640000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-10-16,Sopot, Sopot,własność-własność,40.9,0.0,brak,16625.92,680000.0,"pokój:2,aneks kuchenny:1,łazienka:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-01-26,Gdańsk, Zaspa Młyniec,własność-własność,90.2,2.79,komórka lokatorska,16629.71,1500000.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:2,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-03-04,Sopot, Sopot,własność-własność,60.1,3.5,piwnica,16638.94,1000000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-08-06,Sopot, Sopot,własność-własność,106.35,18.0,piwnica,16643.16,1770000.0,"pokój:5,kuchnia:1,łazienka z wc:1,przedpokój:1,spiżarka:1",1.0,osoba fizyczna,osoba fizyczna
2020-05-20,Gdańsk, Stare Przedmieście,własność-własność,84.1,2.2,piwnica,16646.85,1400000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",5.0,osoba fizyczna,"przeds., spółka, firma"
2021-03-03,Sopot, Sopot,własność-własność,72.02,1.0,piwnica,16662.04,1200000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-06-25,Gdynia, Śródmieście z Portem,własność-własność,51.61,3.28,komórka lokatorska,16663.44,860000.0,ilość izb:2,14.0,osoba fizyczna,osoba fizyczna
2021-02-05,Sopot, Sopot,własność-własność,39.38,0.0,brak,16666.67,656333.33,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2021-04-22,Sopot, Sopot,własność-własność,52.87,0.0,brak,16666.67,881166.67,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-05-29,Gdańsk, Stare Miasto,własność-własność,55.91,0.0,brak,16669.65,932000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,korytarz:1",5.0,osoba fizyczna,osoba fizyczna
2020-06-03,Gdańsk, Stare Miasto,własność-własność,67.17,5.05,komórka lokatorska,16674.11,1120000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1",6.0,osoba fizyczna,osoba fizyczna
2020-10-01,Sopot, Sopot,własność-własność,41.96,1.42,piwnica,16682.55,700000.0,"pokój:2,aneks kuchenny:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-11-10,Gdynia, Śródmieście z Portem,własność-własność,34.2,0.0,nie podano,16688.82,570757.7,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,antresola:1",5.0,deweloper,osoba fizyczna
2020-12-02,Gdańsk, Jelitkowo,własność-własność,74.9,4.3,komórka lokatorska,16688.92,1250000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-05-15,Gdańsk, Brzeźno,własność-własność,47.53,4.96,komórka lokatorska,16705.24,794000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2020-05-15,Gdańsk, Brzeźno,własność-własność,47.53,4.96,"KOMÓRKA LOKATORSKA, miejsce postojowe",16705.24,794000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2021-05-31,Sopot, Sopot,własność-własność,80.63,0.0,brak,16743.15,1350000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1,pomieszczenie gospodarcze:1",3.0,osoba fizyczna,osoba fizyczna
2021-02-15,Gdańsk, Jelitkowo,własność-własność,72.84,3.21,piwnica,16749.04,1220000.0,"pokój:3,kuchnia:1,łazienka z wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-11-30,Gdynia, Śródmieście z Portem,własność-własność,43.4,2.37,komórka lokatorska,16762.19,727479.09,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1",4.0,deweloper,osoba fizyczna
2021-05-20,Gdynia, Śródmieście z Portem,własność-własność,126.26,6.2,komórka lokatorska,16764.27,2116656.25,"pokój:3,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:1,garderoba:1",4.0,deweloper,osoba fizyczna
2021-08-30,Gdańsk, Wrzeszcz,własność-własność,39.95,1.0,miejsce postojowe,16770.96,670000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-10-06,Gdańsk, Brzeźno,własność-własność,78.64,4.79,brak,16776.39,1319295.6,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2021-03-29,Sopot, Sopot,własność-własność,171.91,0.0,brak,16782.04,2885000.0,ilość izb:1,1.0,osoba fizyczna,osoba fizyczna
2020-06-23,Gdańsk, Główne Miasto,własność-własność,28.6,5.9,komórka lokatorska,16783.22,480000.0,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",4.0,osoba fizyczna,spółka prawa handlowego
2020-09-18,Gdańsk, Spichlerze,własność-własność,41.88,3.64,komórka lokatorska,16790.81,703199.0,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2020-08-20,Sopot, Sopot,własność-własność,71.46,0.0,brak,16792.61,1200000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",2.0,osoba fizyczna,osoba-jedn. zagraniczna
2020-07-16,Gdynia, Orłowo,własność-własność,69.1,4.31,komórka lokatorska,16793.22,1160411.59,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1,garderoba:1",2.0,deweloper,osoba fizyczna
2020-12-22,Sopot, Sopot,własność-własność,34.71,0.0,brak,16796.31,583000.0,"pokój:1,aneks kuchenny:1,łazienka:1,przedpokój:1",6.0,osoba fizyczna,osoba fizyczna
2021-06-18,Sopot, Sopot,własność-własność,70.2,0.0,brak,16809.12,1180000.0,"pokój:3,kuchnia:1,łazienka z wc:1,wc:1,przedpokój:2",0.0,osoba fizyczna,spółka prawa handlowego
2020-09-29,Gdańsk, Brzeźno,własność-własność,46.49,3.4,brak,16818.4,781887.6,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-11-12,Gdynia, Śródmieście z Portem,własność-własność,36.18,0.0,nie podano,16826.67,608788.74,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,loggia:1,antresola:1",5.0,deweloper,osoba fizyczna
2020-11-20,Gdynia, Śródmieście z Portem,własność-własność,28.55,0.0,nie podano,16837.24,480703.19,"pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,antresola:1",5.0,deweloper,osoba fizyczna
2020-07-29,Gdańsk, Stare Miasto,własność-własność,25.4,0.0,brak,16837.71,427677.78,"pokój:1,kuchnia:1,łazienka:1,przedpokój:1,korytarz:1",4.0,deweloper,osoba fizyczna
2020-09-30,Sopot, Sopot,własność-własność,43.94,0.0,brak,16841.15,740000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-03-11,Gdańsk, Brzeźno,własność-własność,46.37,3.17,komórka lokatorska,16879.66,782710.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-11-16,Sopot, Sopot,własność-własność,52.7,3.5,piwnica,16888.05,890000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1,weranda:1",2.0,osoba fizyczna,osoba fizyczna
